,URL,DOI,Mechanism,Subject,Predicate,Object
49,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Blood-brain-barrier,ACE2,exists_on,Brain_Microvascular_Endothelial_Cells
50,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Blood-brain-barrier,SARS-CoV-2,penetrates,Blood-brain-barrier
51,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Microglia_activation,SARS-CoV-2_infection,activates,Microglia
52,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Microglia_activation,Microglia,associated_with,Encephalopathy
53,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Neuron_dysfunction,SARS-CoV-2_infection,affects,Neuron
54,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Neuron_dysfunction,Neuron,associated_with,Cerebrovascular_Disease
55,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Astrocyte_activation,SARS-CoV-2_infection,affects,Astrocytes
56,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Astrocyte_activation,Astrocytes,associated_with,Encephalitis
57,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Viral_Entry,SARS-CoV-2,binds,ACE2
58,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Viral_Entry,ACE2,is_located_in,nasal_epithelium
59,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Viral_Entry,TMPRSS2,cleaves,S protein
60,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Viral_Entry,SARS-CoV-2,enters,olfactory_epithelium
61,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,Th1_cells,release,IFNγ
62,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,Th1_cells,release,TNFα
63,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,IFNγ,causes,inflammation
64,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,TNFα,causes,inflammation
65,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,IFNγ,acts_on,central_nervous_system
66,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,TNFα,acts_on,central_nervous_system
67,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Neuroinflammation,SARS-CoV-2,induces,microglia_activation
68,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Neuroinflammation,Microglia_activation,leads_to,inflammation
69,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Neuroinflammation,Inflammation,occurs_in,central_nervous_system
70,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Axonal_Injury,Neuroinflammation,leads_to,axonal_injury
71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Axonal_Injury,Axonal_injury,increases,NfL_levels
72,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Axonal_Injury,NfL,is_located_in,cerebrospinal_fluid
73,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,SARS-CoV-2,is_associated_with,Tdp-43_pathology
74,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,SARS-CoV-2,is_associated_with,α-Syn_pathology
75,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,SARS-CoV-2,is_associated_with,Tau_pathology
76,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,Neurodegeneration,involves,Tdp-43
77,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,Neurodegeneration,involves,α-Syn
78,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,Neurodegeneration,involves,Tau
79,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,SARS-CoV-2,binds,ACE2
80,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,ACE2,activates,NOX
81,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,NOX,produces,H2O2
82,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,H2O2,produces,OH•
83,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,OH•,oxidizes,PUFA
84,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,PUFA,causes,lipid_peroxidation
85,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,lipid_peroxidation,produces,PUFAOOH
86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,PUFAOOH,leads_to,ferroptosis
87,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,SQSTM1/P62,mediates,clockophagy
88,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,clockophagy,reduces,CLOCK_BMAL1
89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,NFKB,induces,pro-inflammatory_cytokines
90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,PUFAOOH,decreases,GPX4
91,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,decreased_GPX4,increases,ROS
92,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,↑LIP,is_transportemed_by,SLC3A2
93,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,cytokine_storm,disrupts,BBB
94,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,BBB_disruption,causes,microglia_activation
95,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,pro-inflammatory_cytokines,induce,microglia_activation
96,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,activated_microglia,produce,pro-inflammatory_cytokines
97,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,pro-inflammatory_cytokines,include,IL6
98,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,pro-inflammatory_cytokines,include,TNFa
99,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,Microglia,produce,NO
100,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,NO,activates,iNOS
101,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,iNOS,activates,Nrf2
102,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,Nrf2,reduces,NFKB
103,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,NFKB,increases,pro-inflammatory_cytokines
104,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,NFKB,increases,P53
105,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,↑LIP,activates,P53
106,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,↑LIP,activates,NFKB
107,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,Hepcidin,downregulates,FPN1
108,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,downregulated_FPN1,increases,LIP
109,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,LIP,binds,IRP
110,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,IRP,increases,IRP_mRNA
111,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,↑IRP,increases,Ferritin
112,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,IRP,binds,TFR1
113,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,IRP,downregulates,DMT1
114,https://www.frontiersin.org/files/Articles/568710/fneur-11-01044-HTML/image_m/fneur-11-01044-g001.jpg,https://doi.org/10.3389/fneur.2020.01044,SARS-CoV-2_Infection,SARS-CoV-2,triggers,IL-1β
115,https://www.frontiersin.org/files/Articles/568710/fneur-11-01044-HTML/image_m/fneur-11-01044-g001.jpg,https://doi.org/10.3389/fneur.2020.01044,SARS-CoV-2_Infection,SARS-CoV-2,triggers,IL-6
116,https://www.frontiersin.org/files/Articles/568710/fneur-11-01044-HTML/image_m/fneur-11-01044-g001.jpg,https://doi.org/10.3389/fneur.2020.01044,SARS-CoV-2_Infection,SARS-CoV-2,triggers,TNF-α
117,https://www.frontiersin.org/files/Articles/568710/fneur-11-01044-HTML/image_m/fneur-11-01044-g001.jpg,https://doi.org/10.3389/fneur.2020.01044,SARS-CoV-2_Infection,SARS-CoV-2,triggers,IFN-γ
118,https://www.frontiersin.org/files/Articles/568710/fneur-11-01044-HTML/image_m/fneur-11-01044-g001.jpg,https://doi.org/10.3389/fneur.2020.01044,SARS-CoV-2_Infection,SARS-CoV-2,triggers,IP-10
