Unnamed: 0,URL,DOI,Mechanism,Subject,Predicate,Object,DOI_Cleaned,PMID
10,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,10.1186/s13062-020-00282-3,Ischemia,SARS-CoV-2,causes,respiratory_failure,10.1186/s13062-020-00282-3,33246479
11,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,10.1186/s13062-020-00282-3,Ischemia,Respiratory_failure,leads_to,ischemia,10.1186/s13062-020-00282-3,33246479
12,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,10.1186/s13062-020-00282-3,Psychological_stress,COVID-19_disease,causes,disease_burden,10.1186/s13062-020-00282-3,33246479
13,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,10.1186/s13062-020-00282-3,Psychological_stress,COVID-19_pandemic,causes,social_distance,10.1186/s13062-020-00282-3,33246479
14,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Astrocyte_Activation,SARS-CoV-2_infection,triggers,Astrocyte_activation,10.3390/cells11081298,35455977
15,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Microglial_marker_activation,SARS-CoV-2_infection,triggers,Microglial_marker_activation,10.3390/cells11081298,35455977
16,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Microglial_marker_activation,Microglial_marker_activation,activates,Microglia_activation,10.3390/cells11081298,35455977
17,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Systemic_inflammation,SARS-CoV-2_infection,causes,Systemic_inflammation,10.3390/cells11081298,35455977
18,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Microglia_activation,Systemic_inflammation,triggers,Microglia_activation,10.3390/cells11081298,35455977
19,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Oxidative_and_nitrosative_stress_increase,SARS-CoV-2_infection,leads_to,Oxidative_and_nitrosative_stress_increase,10.3390/cells11081298,35455977
20,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Complement_system_activation,SARS-CoV-2_infection,triggers,Complement_system_activation,10.3390/cells11081298,35455977
21,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Neuroinflammation_and_Neurodegeneration,Astrocyte_activation,leads_to,Neuroinflammation_and_Neurodegeneration,10.3390/cells11081298,35455977
22,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g005.png,https://doi.org/10.3390/cells11081298,Neuroinflammation_and_Neurodegeneration,Microglia_activation,leads_to,Neuroinflammation_and_Neurodegeneration,10.3390/cells11081298,35455977
23,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,SARS-CoV-2_infection,triggers,activation_of_CD4+_T_cells,10.3390/cells11081298,35455977
24,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,activated_CD4+_T_cells,infiltrate,BBB,10.3390/cells11081298,35455977
25,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,BBB_dysfunction,allows,infiltrating_T_cells_into_CNS,10.3390/cells11081298,35455977
26,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,infiltrating_T_cells,trigger,activation_of_microglia,10.3390/cells11081298,35455977
27,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,activated_microglia,release,IL-1β,10.3390/cells11081298,35455977
28,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,activated_microglia,release,IL-6,10.3390/cells11081298,35455977
29,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,activated_microglia,release,TNF-α,10.3390/cells11081298,35455977
30,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,IL-1β,promotes,neuronal_cells_death,10.3390/cells11081298,35455977
31,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,IL-6,promotes,neuronal_cells_death,10.3390/cells11081298,35455977
32,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,TNF-α,promotes,neuronal_cells_death,10.3390/cells11081298,35455977
33,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,neuronal_cells_death,results_in,elevation_of_oxidative_stress,10.3390/cells11081298,35455977
34,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,neuronal_cells_death,results_in,accumulation_of_misfolded_proteins,10.3390/cells11081298,35455977
35,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,neuronal_cells_death,induces,apoptotic_cell_death,10.3390/cells11081298,35455977
36,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Activation_of_Microglia,apoptotic_cell_death,leads_to,neurodegeneration,10.3390/cells11081298,35455977
37,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Astrocyte_Activation,infiltrating_T_cells,release,inflammatory_cytokines,10.3390/cells11081298,35455977
38,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Astrocyte_Activation,inflammatory_cytokines,activate,astrocytes,10.3390/cells11081298,35455977
39,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Astrocyte_Activation,activated_astrocytes,release,glutamate,10.3390/cells11081298,35455977
40,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Astrocyte_Activation,glutamate,promotes,neuronal_cells_death,10.3390/cells11081298,35455977
41,https://www.mdpi.com/cells/cells-11-01298/article_deploy/html/images/cells-11-01298-g001.png,https://doi.org/10.3390/cells11081298,Astrocyte_Activation,neuronal_cells_death,leads_to,neurodegeneration,10.3390/cells11081298,35455977
42,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Neuronal_retrograde_route,SARS-CoV-2_infection,affects,Olfactory_nerve,10.3389/fneur.2020.583459,33304309
43,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Neuronal_retrograde_route,SARS-CoV-2_infection,affects,Vagus_nerve,10.3389/fneur.2020.583459,33304309
44,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Neuronal_retrograde_route,SARS-CoV-2_infection,affects,Trigeminal_nerve,10.3389/fneur.2020.583459,33304309
45,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Hematogenous_route,SARS-CoV-2_infection,causes,Hypoxia,10.3389/fneur.2020.583459,33304309
46,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Hematogenous_route,Hypoxia,affects,Bloodstream,10.3389/fneur.2020.583459,33304309
47,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Hematogenous_route,SARS-CoV-2_infection,uses,Bloodstream,10.3389/fneur.2020.583459,33304309
48,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Blood-brain-barrier,SARS-CoV-2_infection,targets,ACE2,10.3389/fneur.2020.583459,33304309
49,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Blood-brain-barrier,ACE2,exists_on,Brain_Microvascular_Endothelial_Cells,10.3389/fneur.2020.583459,33304309
50,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Blood-brain-barrier,SARS-CoV-2,penetrates,Blood-brain-barrier,10.3389/fneur.2020.583459,33304309
51,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Microglia_activation,SARS-CoV-2_infection,activates,Microglia,10.3389/fneur.2020.583459,33304309
52,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Microglia_activation,Microglia,associated_with,Encephalopathy,10.3389/fneur.2020.583459,33304309
53,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Neuron_dysfunction,SARS-CoV-2_infection,affects,Neuron,10.3389/fneur.2020.583459,33304309
54,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Neuron_dysfunction,Neuron,associated_with,Cerebrovascular_Disease,10.3389/fneur.2020.583459,33304309
55,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Astrocyte_activation,SARS-CoV-2_infection,affects,Astrocytes,10.3389/fneur.2020.583459,33304309
56,https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg,https://doi.org/10.3389/fneur.2020.583459,Astrocyte_activation,Astrocytes,associated_with,Encephalitis,10.3389/fneur.2020.583459,33304309
57,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Viral_Entry,SARS-CoV-2,binds,ACE2,10.1007/s00702-022-02500-w,35434769
58,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Viral_Entry,ACE2,is_located_in,nasal_epithelium,10.1007/s00702-022-02500-w,35434769
59,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Viral_Entry,TMPRSS2,cleaves,S protein,10.1007/s00702-022-02500-w,35434769
60,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Viral_Entry,SARS-CoV-2,enters,olfactory_epithelium,10.1007/s00702-022-02500-w,35434769
61,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,Th1_cells,release,IFNγ,10.1007/s00702-022-02500-w,35434769
62,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,Th1_cells,release,TNFα,10.1007/s00702-022-02500-w,35434769
63,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,IFNγ,causes,inflammation,10.1007/s00702-022-02500-w,35434769
64,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,TNFα,causes,inflammation,10.1007/s00702-022-02500-w,35434769
65,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,IFNγ,acts_on,central_nervous_system,10.1007/s00702-022-02500-w,35434769
66,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Cytokine_Release,TNFα,acts_on,central_nervous_system,10.1007/s00702-022-02500-w,35434769
67,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Neuroinflammation,SARS-CoV-2,induces,microglia_activation,10.1007/s00702-022-02500-w,35434769
68,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Neuroinflammation,Microglia_activation,leads_to,inflammation,10.1007/s00702-022-02500-w,35434769
69,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Neuroinflammation,Inflammation,occurs_in,central_nervous_system,10.1007/s00702-022-02500-w,35434769
70,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Axonal_Injury,Neuroinflammation,leads_to,axonal_injury,10.1007/s00702-022-02500-w,35434769
71,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Axonal_Injury,Axonal_injury,increases,NfL_levels,10.1007/s00702-022-02500-w,35434769
72,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Axonal_Injury,NfL,is_located_in,cerebrospinal_fluid,10.1007/s00702-022-02500-w,35434769
73,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,SARS-CoV-2,is_associated_with,Tdp-43_pathology,10.1007/s00702-022-02500-w,35434769
74,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,SARS-CoV-2,is_associated_with,α-Syn_pathology,10.1007/s00702-022-02500-w,35434769
75,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,SARS-CoV-2,is_associated_with,Tau_pathology,10.1007/s00702-022-02500-w,35434769
76,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,Neurodegeneration,involves,Tdp-43,10.1007/s00702-022-02500-w,35434769
77,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,Neurodegeneration,involves,α-Syn,10.1007/s00702-022-02500-w,35434769
78,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00702-022-02500-w/MediaObjects/702_2022_2500_Fig2_HTML.png,https://doi.org/10.1007/s00702-022-02500-w,Protein_Aggregation,Neurodegeneration,involves,Tau,10.1007/s00702-022-02500-w,35434769
79,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,SARS-CoV-2,binds,ACE2,10.1186/s13024-024-00728-6,38641847
80,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,ACE2,activates,NOX,10.1186/s13024-024-00728-6,38641847
81,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,NOX,produces,H2O2,10.1186/s13024-024-00728-6,38641847
82,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,H2O2,produces,OH•,10.1186/s13024-024-00728-6,38641847
83,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,OH•,oxidizes,PUFA,10.1186/s13024-024-00728-6,38641847
84,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,PUFA,causes,lipid_peroxidation,10.1186/s13024-024-00728-6,38641847
85,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,lipid_peroxidation,produces,PUFAOOH,10.1186/s13024-024-00728-6,38641847
86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,PUFAOOH,leads_to,ferroptosis,10.1186/s13024-024-00728-6,38641847
87,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,SQSTM1/P62,mediates,clockophagy,10.1186/s13024-024-00728-6,38641847
88,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,clockophagy,reduces,CLOCK_BMAL1,10.1186/s13024-024-00728-6,38641847
89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,NFKB,induces,pro-inflammatory_cytokines,10.1186/s13024-024-00728-6,38641847
90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,PUFAOOH,decreases,GPX4,10.1186/s13024-024-00728-6,38641847
91,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,decreased_GPX4,increases,ROS,10.1186/s13024-024-00728-6,38641847
92,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Ferroptosis,↑LIP,is_transportemed_by,SLC3A2,10.1186/s13024-024-00728-6,38641847
93,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,cytokine_storm,disrupts,BBB,10.1186/s13024-024-00728-6,38641847
94,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,BBB_disruption,causes,microglia_activation,10.1186/s13024-024-00728-6,38641847
95,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,pro-inflammatory_cytokines,induce,microglia_activation,10.1186/s13024-024-00728-6,38641847
96,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,activated_microglia,produce,pro-inflammatory_cytokines,10.1186/s13024-024-00728-6,38641847
97,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,pro-inflammatory_cytokines,include,IL6,10.1186/s13024-024-00728-6,38641847
98,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Microglia_Activation,pro-inflammatory_cytokines,include,TNFa,10.1186/s13024-024-00728-6,38641847
99,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,Microglia,produce,NO,10.1186/s13024-024-00728-6,38641847
100,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,NO,activates,iNOS,10.1186/s13024-024-00728-6,38641847
101,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,iNOS,activates,Nrf2,10.1186/s13024-024-00728-6,38641847
102,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs13024-024-00728-6/MediaObjects/13024_2024_728_Fig9_HTML.png,https://doi.org/10.1186/s13024-024-00728-6,Neuroinflammation/Iron_Dysregulation_Cycle,Nrf2,reduces,NFKB,10.1186/s13024-024-00728-6,38641847
