URL;Pathophysiological Process;Subject;Predicate;Object;Source
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Immune_Response_Activation;Activated_T_cells;attack;neurons;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Stress;induces;epigenetic_modifications;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Epigenetic_modifications;affect;gene_expression;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Gene_expression;linked_to;psychiatric_symptoms;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Stress;activates;HPA_axis;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;HPA_axis;releases;glucocorticoids;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Glucocorticoids;bind_to;GC_receptors;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;GC_receptors;alter;gene_expression;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Olfactory_Entry;SARS-CoV-2;enters;Olfactory_Epithelium;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Olfactory_Entry;SARS-CoV-2;travels_through;Cribriform_plate;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Olfactory_Entry;SARS-CoV-2;reaches;Olfactory_bulb;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Neuronal_Infection;SARS-CoV-2;infects;neurons;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Neuronal_Infection;Infected_neurons;recruit;leukocytes;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Macrophage_Trafficking;Infected_macrophages;traffic_across;BBB;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;BBB_Disruption;SARS-CoV-2;replicates_and_disrupts;BBB;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs10194-022-01450-8/MediaObjects/10194_2022_1450_Fig1_HTML.png;Persistent_activation_of_the_immune_system;SARS-CoV-2_infection;leads_to;persistent_immune_activation;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs10194-022-01450-8/MediaObjects/10194_2022_1450_Fig1_HTML.png;Trigeminovascular_system_activation;SARS-CoV-2_infection;activates;trigeminovascular_system;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs10194-022-01450-8/MediaObjects/10194_2022_1450_Fig1_HTML.png;Predisposing_headache_biology_and_prior_history_of_headache;Prior_headache_history;contributes_to;headache_susceptibility;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs10194-022-01450-8/MediaObjects/10194_2022_1450_Fig1_HTML.png;Gray-white_matter_and_functional_connectivity_changes;SARS-CoV-2_infection;causes;gray-white_matter_changes;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Entry_to_CNS;SARS-CoV-2;enters;olfactory_sensory_neuron;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Entry_to_CNS;Olfactory_sensory_neuron;transmits;SARS-CoV-2;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Entry_to_CNS;SARS-CoV-2;reaches;olfactory_bulb;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Nasopharyngeal_colonization;SARS-CoV-2;infects;epithelial_cells;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Nasopharyngeal_colonization;Epithelial_cells;allow;SARS-CoV-2_entry;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Nasopharyngeal_colonization;SARS-CoV-2;spreads_to;cerebrospinal_fluid;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Neuroinflammation;SARS-CoV-2;binds_to;ACE2_receptor;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Neuroinflammation;ACE2_receptor;activates;astrocyte;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Neuroinflammation;Astrocyte;induces;neuroinflammation;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Prothrombotic_State;SARS-CoV-2_infection;induces;prothrombotic_state;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Platelet_Activation;Prothrombotic_state;activates;platelets;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Thrombus_Formation;Activated_platelets;contribute_to;thrombus_formation;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Ischemia;Thrombus;causes;ischemia;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Microhemorrhage;Vascular_leakage;leads_to;microhemorrhage;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Systemic_Inflammatory_Response;SARS-CoV-2_infection;triggers;systemic_inflammatory_response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Perivascular_Inflammation;Systemic_inflammatory_response;causes;perivascular_inflammation;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Cytotoxic_T_Lymphocyte_Activation;Perivascular_inflammation;activates;cytotoxic_T_lymphocytes;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Autoantibody_Production;Systemic_inflammatory_response;produces;autoantibodies;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Cytokine_Release;Systemic_inflammatory_response;releases;cytokines;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Astrocyte_Reactivity;Cytokines;induce;reactive_astrocyte;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Microglia_Reactivity;Cytokines;induce;reactive_microglia;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuronal_Retrograde_Route;SARS-CoV-2_infection;affects;olfactory_nerve;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuronal_Retrograde_Route;SARS-CoV-2_infection;affects;vagus_nerve;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuronal_Retrograde_Route;SARS-CoV-2_infection;affects;trigeminal_nerve;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Hematogenous_Route;SARS-CoV-2_infection;enters;bloodstream;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Hematogenous_Route;SARS-CoV-2_infection;causes;hypoxia;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Blood-Brain-Barrier;SARS-CoV-2_infection;targets;ACE2;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Blood-Brain-Barrier;SARS-CoV-2_infection;crosses;brain_microvascular_endothelial_cells;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Microglia_Activation;SARS-CoV-2_infection;activates;microglia;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Microglia_Activation;Microglia;leads_to;encephalopathy;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuron_Impact;SARS-CoV-2_infection;affects;neuron;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuron_Impact;Neuron;leads_to;cerebrovascular_disease;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Astrocyte_Impact;SARS-CoV-2_infection;affects;astrocytes;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Astrocyte_Impact;Astrocytes;leads_to;encephalitis;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Persistence_of_viral_RNA_or_protein;SARS-CoV-2;persists_as;viral_RNA_or_protein;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Neuron_and_glial_cell_fusion;SARS-CoV-2;causes;neuron_and_glial_cell_fusion;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Impaired_hypothalamic-pituitary_response;SARS-CoV-2;impairs;hypothalamic-pituitary_response;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Endothelial_inflammation_and_microthrombosis;SARS-CoV-2;induces;endothelial_inflammation_and_microthrombosis;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Cytokine_elevation_and_microglial_reactivity;SARS-CoV-2;elevates;cytokine_levels_and_microglial_reactivity;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Gut_dysbiosis_and_vagal_signaling_dysfunction;SARS-CoV-2;causes;gut_dysbiosis_and_vagal_signaling_dysfunction;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Microglia_and_astrocyte_activation;SARS-CoV-2_infection;triggers;microglia_and_astrocyte_activation;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Microglia_and_astrocyte_activation;Microglia_and_astrocyte_activation;leads_to;inflammatory_factor_release;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;BBB_breakdown;SARS-CoV-2_infection;causes;BBB_breakdown;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Ca2+_overload;SARS-CoV-2_infection;results_in;Ca2+_overload;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Ca2+_overload;Ca2+_overload;causes;membrane_GluN2B_overactivation;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Pro-death_signaling_pathway_activation;GluN2B-DAPK1;activates;pro-death_signaling_pathway;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Pro-death_signaling_pathway_activation;GluN2B-PTEN;activates;pro-death_signaling_pathway;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Pro-death_signaling_pathway_activation;GluN2B-PSD95-nNOS;activates;pro-death_signaling_pathway;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Pro-death_signaling_pathway_activation;GluN2B-Src-Panx1;activates;pro-death_signaling_pathway;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Mitochondrial_dysfunction;SARS-CoV-2_infection;causes;mitochondrial_dysfunction;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Mitochondrial_dysfunction;Mitochondrial_dysfunction;leads_to;impaired_ATP_synthesis;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;mPTP_opening;Mitochondrial_dysfunction;causes;mPTP_opening;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;mPTP_opening;mPTP_opening;leads_to;Cyt_C_and_ROS_over-release;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Neuronal_apoptosis;Cyt_C_and_ROS_over-release;induces;neuronal_apoptosis;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Iron_metabolism_disorders;SARS-CoV-2_infection;causes;iron_metabolism_disorders;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Iron_metabolism_disorders;Iron_metabolism_disorders;lead_to;iron_deposition;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Lipid_peroxidation;Iron_deposition;causes;lipid_peroxidation;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Ferroptosis;Lipid_peroxidation;induces;ferroptosis;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Cytokine_Storm;PICS_&_chemokines;lead_to;cytokine_storm;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Cytokine_Storm;Cytokine_storm;activates;free_calcium;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Cytokine_Storm;Cytokine_storm;disrupts;BBB;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Apoptosis_of_ECs;Cytokine_storm;causes;apoptosis_of_ECs;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Apoptosis_of_ECs;Apoptosis_of_ECs;leads_to;vascular_leakage;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Apoptosis_of_ECs;Apoptosis_of_ECs;leads_to;cerebral_edema;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Neuroinflammation;SARS-CoV-2_&_cytokines;reach;CNS;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Neuroinflammation;Microglia_&_IL-1_activation;causes;neuroinflammation;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Neural_Tissue_Damage;Neuroinflammation;causes;neural_tissue_damage;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Direct_neurotropism_of_SARS-CoV-2;SARS-CoV-2;affects;CNS;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Neuroinflammation/Neurodegeneration;SARS-CoV-2;causes;neuroinflammation;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Neuroinflammation/Neurodegeneration;SARS-CoV-2;leads_to;neurodegeneration;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Neurotransmitter_dysregulation;SARS-CoV-2;disrupts;serotonin;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Neurotransmitter_dysregulation;SARS-CoV-2;disrupts;glutamate;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Neurotransmitter_dysregulation;SARS-CoV-2;disrupts;GABA;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Dysfunction_of_cortical_networks_and_subcortical_brain_structures;SARS-CoV-2;impairs;cortical_networks;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Dysfunction_of_cortical_networks_and_subcortical_brain_structures;SARS-CoV-2;impairs;subcortical_brain_structures;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Hypothalamic–pituitary–adrenal_axis;SARS-CoV-2;affects;hypothalamic–pituitary–adrenal_axis;LLM
https://www.spandidos-publications.com/article_images/etm/23/1/etm-23-01-11030-g01.jpg;Brain-gut_axis;SARS-CoV-2;influences;brain-gut_axis;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;Neuroinflammation;SARS-CoV-2_infection;invites;inflammatory_cells;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;Neuroinflammation;Inflammatory_cells;activate;brain's_own_immune_cells;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;SARS-CoV-2_spike_protein_or_fragments;SARS-CoV-2_spike_protein;enters;brain;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;SARS-CoV-2_spike_protein_or_fragments;SARS-CoV-2_spike_protein;initiates;inflammation;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;SARS-CoV-2_spike_protein_or_fragments;SARS-CoV-2_spike_protein;exacerbates;inflammation;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;Damaged_blood_vessels_and_lining;COVID-19;causes;damaged_blood_vessels;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;Damaged_blood_vessels_and_lining;Damaged_blood_vessels;cause;microclots;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;Damaged_blood_vessels_and_lining;Microclots;lead_to;strokes;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;Damaged_blood_vessels_and_lining;Microclots;lead_to;memory_problems;LLM
https://neurosciencenews.com/files/2022/09/covid-brain-neurosicnes.jpg;Damaged_blood_vessels_and_lining;Microclots;lead_to;other_complications;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Olfactory_Bulb_Impact;COVID-19;affects;Olfactory_Bulb;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Olfactory_Bulb_Impact;Olfactory_Bulb;leads_to;Hyposmia;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Tongue_Impact;COVID-19;affects;Tongue;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Tongue_Impact;Tongue;leads_to;Dysgeusia;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Meningeal_Impact;COVID-19;affects;Meninges;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Meningeal_Impact;Meninges;leads_to;Headache;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Brain_Impact;COVID-19;affects;Brain;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Brain_Impact;Brain;leads_to;Seizure;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Brain_Impact;Brain;leads_to;Encephalitis;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Brain_Impact;Brain;leads_to;Encephalopathy;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Brain_Impact;Brain;leads_to;Dizziness;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Systemic_Inflammation;COVID-19;causes;Viremia;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Systemic_Inflammation;Viremia;releases;Cytokines;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Systemic_Inflammation;Cytokines;include;IL6;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Systemic_Inflammation;Cytokines;include;TNF-a;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Systemic_Inflammation;Cytokines;lead_to;Fever;LLM
https://www.frontiersin.org/files/Articles/553331/fneur-11-00498-HTML/image_m/fneur-11-00498-g001.jpg;Systemic_Inflammation;Cytokines;lead_to;Altered_mental_status;LLM
https://cdnintech.com/media/chapter/82534/1512345123/media/F2.png;Mast_Cell_Activation;SARS-CoV-2_infection;via;olfactory_neurons;LLM
https://cdnintech.com/media/chapter/82534/1512345123/media/F2.png;Mast_Cell_Activation;Mast_Cell_Activation;leads_to;Increased_Neurological_Manifestation_of_SARS-CoV-2;LLM
https://cdnintech.com/media/chapter/82534/1512345123/media/F2.png;Activated_Microglia;IL-1β_IL6_TNFα_GM-CSF_IFN-γ_ROS_NO;activate;Microglia;LLM
https://cdnintech.com/media/chapter/82534/1512345123/media/F2.png;Activated_Microglia;Activated_Microglia;produce;Inflammatory_cytokines;LLM
