URL;Pathophysiological Process;Subject;Predicate;Object;Normalized_Input;Category;Category_GPT;Final_Category;Source
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Immune_Response_Activation;Antibodies;target;viral_antigens;immune response activation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Immune_Response_Activation;Activated_T_cells;attack;neurons;immune response activation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Stress;induces;epigenetic_modifications;stress induced epigenetic modifications;Psychological and Neurological Symptoms;;Psychological and Neurological Symptoms;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Epigenetic_modifications;affect;gene_expression;stress induced epigenetic modifications;Psychological and Neurological Symptoms;;Psychological and Neurological Symptoms;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Gene_expression;linked_to;psychiatric_symptoms;stress induced epigenetic modifications;Psychological and Neurological Symptoms;;Psychological and Neurological Symptoms;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Stress;activates;HPA_axis;stress induced epigenetic modifications;Psychological and Neurological Symptoms;;Psychological and Neurological Symptoms;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;HPA_axis;releases;glucocorticoids;stress induced epigenetic modifications;Psychological and Neurological Symptoms;;Psychological and Neurological Symptoms;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;Glucocorticoids;bind_to;GC_receptors;stress induced epigenetic modifications;Psychological and Neurological Symptoms;;Psychological and Neurological Symptoms;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12640-020-00219-8/MediaObjects/12640_2020_219_Fig1_HTML.png;Stress-Induced_Epigenetic_Modifications;GC_receptors;alter;gene_expression;stress induced epigenetic modifications;Psychological and Neurological Symptoms;;Psychological and Neurological Symptoms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Olfactory_Entry;SARS-CoV-2;enters;Olfactory_Epithelium;olfactory entry;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Olfactory_Entry;SARS-CoV-2;travels_through;Cribriform_plate;olfactory entry;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Olfactory_Entry;SARS-CoV-2;reaches;Olfactory_bulb;olfactory entry;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Neuronal_Infection;SARS-CoV-2;infects;neurons;neuronal infection;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Neuronal_Infection;Infected_neurons;recruit;leukocytes;neuronal infection;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;Macrophage_Trafficking;Infected_macrophages;traffic_across;BBB;macrophage trafficking;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig2_HTML.png;BBB_Disruption;SARS-CoV-2;replicates_and_disrupts;BBB;bbb disruption;Uncategorized;Vascular Effects;Vascular Effects;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs10194-022-01450-8/MediaObjects/10194_2022_1450_Fig1_HTML.png;Persistent_activation_of_the_immune_system;SARS-CoV-2_infection;leads_to;persistent_immune_activation;persistent activation of the immune system;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs10194-022-01450-8/MediaObjects/10194_2022_1450_Fig1_HTML.png;Trigeminovascular_system_activation;SARS-CoV-2_infection;activates;trigeminovascular_system;trigeminovascular system activation;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs10194-022-01450-8/MediaObjects/10194_2022_1450_Fig1_HTML.png;Predisposing_headache_biology_and_prior_history_of_headache;Prior_headache_history;contributes_to;headache_susceptibility;predisposing headache biology and prior history of headache;Vascular Effects;;Vascular Effects;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs10194-022-01450-8/MediaObjects/10194_2022_1450_Fig1_HTML.png;Gray-white_matter_and_functional_connectivity_changes;SARS-CoV-2_infection;causes;gray-white_matter_changes;gray white matter and functional connectivity changes;Vascular Effects;;Vascular Effects;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Entry_to_CNS;SARS-CoV-2;enters;olfactory_sensory_neuron;entry to cns;Uncategorized;Viral Entry and Neuroinvasion;Viral Entry and Neuroinvasion;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Entry_to_CNS;Olfactory_sensory_neuron;transmits;SARS-CoV-2;entry to cns;Uncategorized;Viral Entry and Neuroinvasion;Viral Entry and Neuroinvasion;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Entry_to_CNS;SARS-CoV-2;reaches;olfactory_bulb;entry to cns;Uncategorized;Viral Entry and Neuroinvasion;Viral Entry and Neuroinvasion;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Nasopharyngeal_colonization;SARS-CoV-2;infects;epithelial_cells;nasopharyngeal colonization;Uncategorized;Uncategorized;Uncategorized;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Nasopharyngeal_colonization;Epithelial_cells;allow;SARS-CoV-2_entry;nasopharyngeal colonization;Uncategorized;Uncategorized;Uncategorized;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Nasopharyngeal_colonization;SARS-CoV-2;spreads_to;cerebrospinal_fluid;nasopharyngeal colonization;Uncategorized;Uncategorized;Uncategorized;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Neuroinflammation;SARS-CoV-2;binds_to;ACE2_receptor;neuroinflammation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Neuroinflammation;ACE2_receptor;activates;astrocyte;neuroinflammation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://qeios-uploads.s3.eu-west-1.amazonaws.com/editor/f7r5YwRp0BQmTWp3AnGmXRx8JTRQYTgq2XkQLQl9.png;Neuroinflammation;Astrocyte;induces;neuroinflammation;neuroinflammation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Prothrombotic_State;SARS-CoV-2_infection;induces;prothrombotic_state;prothrombotic state;Vascular Effects;;Vascular Effects;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Platelet_Activation;Prothrombotic_state;activates;platelets;platelet activation;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Thrombus_Formation;Activated_platelets;contribute_to;thrombus_formation;thrombus formation;Vascular Effects;;Vascular Effects;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Ischemia;Thrombus;causes;ischemia;ischemia;Vascular Effects;;Vascular Effects;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Microhemorrhage;Vascular_leakage;leads_to;microhemorrhage;microhemorrhage;Vascular Effects;;Vascular Effects;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Systemic_Inflammatory_Response;SARS-CoV-2_infection;triggers;systemic_inflammatory_response;systemic inflammatory response;Systemic Cross-Organ Effects;;Systemic Cross-Organ Effects;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Perivascular_Inflammation;Systemic_inflammatory_response;causes;perivascular_inflammation;perivascular inflammation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Cytotoxic_T_Lymphocyte_Activation;Perivascular_inflammation;activates;cytotoxic_T_lymphocytes;cytotoxic t lymphocyte activation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Autoantibody_Production;Systemic_inflammatory_response;produces;autoantibodies;autoantibody production;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Cytokine_Release;Systemic_inflammatory_response;releases;cytokines;cytokine release;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Astrocyte_Reactivity;Cytokines;induce;reactive_astrocyte;astrocyte reactivity;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png;Microglia_Reactivity;Cytokines;induce;reactive_microglia;microglia reactivity;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuronal_Retrograde_Route;SARS-CoV-2_infection;affects;olfactory_nerve;neuronal retrograde route;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuronal_Retrograde_Route;SARS-CoV-2_infection;affects;vagus_nerve;neuronal retrograde route;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuronal_Retrograde_Route;SARS-CoV-2_infection;affects;trigeminal_nerve;neuronal retrograde route;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Hematogenous_Route;SARS-CoV-2_infection;enters;bloodstream;hematogenous route;Systemic Cross-Organ Effects;;Systemic Cross-Organ Effects;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Hematogenous_Route;SARS-CoV-2_infection;causes;hypoxia;hematogenous route;Systemic Cross-Organ Effects;;Systemic Cross-Organ Effects;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Blood-Brain-Barrier;SARS-CoV-2_infection;targets;ACE2;blood brain barrier;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Blood-Brain-Barrier;SARS-CoV-2_infection;crosses;brain_microvascular_endothelial_cells;blood brain barrier;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Microglia_Activation;SARS-CoV-2_infection;activates;microglia;microglia activation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Microglia_Activation;Microglia;leads_to;encephalopathy;microglia activation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuron_Impact;SARS-CoV-2_infection;affects;neuron;neuron impact;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Neuron_Impact;Neuron;leads_to;cerebrovascular_disease;neuron impact;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Astrocyte_Impact;SARS-CoV-2_infection;affects;astrocytes;astrocyte impact;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://www.frontiersin.org/files/Articles/583459/fneur-11-583459-HTML/image_m/fneur-11-583459-g001.jpg;Astrocyte_Impact;Astrocytes;leads_to;encephalitis;astrocyte impact;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Persistence_of_viral_RNA_or_protein;SARS-CoV-2;persists_as;viral_RNA_or_protein;persistence of viral rna or protein;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Neuron_and_glial_cell_fusion;SARS-CoV-2;causes;neuron_and_glial_cell_fusion;neuron and glial cell fusion;Vascular Effects;;Vascular Effects;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Impaired_hypothalamic-pituitary_response;SARS-CoV-2;impairs;hypothalamic-pituitary_response;impaired hypothalamic pituitary response;Systemic Cross-Organ Effects;;Systemic Cross-Organ Effects;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Endothelial_inflammation_and_microthrombosis;SARS-CoV-2;induces;endothelial_inflammation_and_microthrombosis;endothelial inflammation and microthrombosis;Vascular Effects;;Vascular Effects;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Cytokine_elevation_and_microglial_reactivity;SARS-CoV-2;elevates;cytokine_levels_and_microglial_reactivity;cytokine elevation and microglial reactivity;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://pbs.twimg.com/media/GIAwYOoXMAAXvRB.jpg;Gut_dysbiosis_and_vagal_signaling_dysfunction;SARS-CoV-2;causes;gut_dysbiosis_and_vagal_signaling_dysfunction;gut dysbiosis and vagal signaling dysfunction;Systemic Cross-Organ Effects;;Systemic Cross-Organ Effects;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Microglia_and_astrocyte_activation;SARS-CoV-2_infection;triggers;microglia_and_astrocyte_activation;microglia and astrocyte activation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Microglia_and_astrocyte_activation;Microglia_and_astrocyte_activation;leads_to;inflammatory_factor_release;microglia and astrocyte activation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;BBB_breakdown;SARS-CoV-2_infection;causes;BBB_breakdown;bbb breakdown;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Ca2+_overload;SARS-CoV-2_infection;results_in;Ca2+_overload;ca2+ overload;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Ca2+_overload;Ca2+_overload;causes;membrane_GluN2B_overactivation;ca2+ overload;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Pro-death_signaling_pathway_activation;GluN2B-DAPK1;activates;pro-death_signaling_pathway;pro death signaling pathway activation;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Pro-death_signaling_pathway_activation;GluN2B-PTEN;activates;pro-death_signaling_pathway;pro death signaling pathway activation;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Pro-death_signaling_pathway_activation;GluN2B-PSD95-nNOS;activates;pro-death_signaling_pathway;pro death signaling pathway activation;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Pro-death_signaling_pathway_activation;GluN2B-Src-Panx1;activates;pro-death_signaling_pathway;pro death signaling pathway activation;Viral Entry and Neuroinvasion;;Viral Entry and Neuroinvasion;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Mitochondrial_dysfunction;SARS-CoV-2_infection;causes;mitochondrial_dysfunction;mitochondrial dysfunction;Systemic Cross-Organ Effects;;Systemic Cross-Organ Effects;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Mitochondrial_dysfunction;Mitochondrial_dysfunction;leads_to;impaired_ATP_synthesis;mitochondrial dysfunction;Systemic Cross-Organ Effects;;Systemic Cross-Organ Effects;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;mPTP_opening;Mitochondrial_dysfunction;causes;mPTP_opening;mptp opening;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;mPTP_opening;mPTP_opening;leads_to;Cyt_C_and_ROS_over-release;mptp opening;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Neuronal_apoptosis;Cyt_C_and_ROS_over-release;induces;neuronal_apoptosis;neuronal apoptosis;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Iron_metabolism_disorders;SARS-CoV-2_infection;causes;iron_metabolism_disorders;iron metabolism disorders;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Iron_metabolism_disorders;Iron_metabolism_disorders;lead_to;iron_deposition;iron metabolism disorders;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Lipid_peroxidation;Iron_deposition;causes;lipid_peroxidation;lipid peroxidation;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png;Ferroptosis;Lipid_peroxidation;induces;ferroptosis;ferroptosis;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Cytokine_Storm;PICS_&_chemokines;lead_to;cytokine_storm;cytokine storm;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Cytokine_Storm;Cytokine_storm;activates;free_calcium;cytokine storm;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Cytokine_Storm;Cytokine_storm;disrupts;BBB;cytokine storm;Immune and Inflammatory Response;;Immune and Inflammatory Response;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Apoptosis_of_ECs;Cytokine_storm;causes;apoptosis_of_ECs;apoptosis of ecs;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Apoptosis_of_ECs;Apoptosis_of_ECs;leads_to;vascular_leakage;apoptosis of ecs;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11033-024-09279-x/MediaObjects/11033_2024_9279_Fig5_HTML.png;Apoptosis_of_ECs;Apoptosis_of_ECs;leads_to;cerebral_edema;apoptosis of ecs;Neurodegenerative Mechanisms;;Neurodegenerative Mechanisms;LLM
