Image_number,URL,GitHub_URL,Pathophysiological Process,Subject,Predicate,Object
image_11,https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g001.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_11.jpg,Olfactory_Entry,SARS-CoV-2,directly_increases,olfactory_entry
image_12,https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_12.jpg,Neuroinvasion,SARS-CoV-2,directly_increases,neuroinvasion
image_12,https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_12.jpg,Neuroinvasion,Neuroinvasion,is_a,ACE2_dependent
image_12,https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_12.jpg,Neuroinvasion,Neuroinvasion,has_component,metabolic_changes
image_12,https://pbs.twimg.com/media/ErjAdg4XEAMMxc-.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_12.jpg,Neuroinvasion,Neuroinvasion,has_component,local_vascular_alteration
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Prothrombotic_State,Virions,increases,Prothrombotic_State
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Prothrombotic_State,Prothrombotic_State,increases,Activated_platelets
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Prothrombotic_State,Activated_platelets,increases,Thrombus
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Prothrombotic_State,Thrombus,causes_no_change,Ischemia
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Systemic_Inflammatory_Response,Virions,increases,Systemic_Inflammatory_Response
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Systemic_Inflammatory_Response,Systemic_Inflammatory_Response,increases,Cytokines
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Systemic_Inflammatory_Response,Cytokines,increases,Vascular_leakage
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Systemic_Inflammatory_Response,Vascular_leakage,increases,Microhemorrhage
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Perivascular_Inflammation,Virions,increases,Perivascular_Inflammation
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Perivascular_Inflammation,Perivascular_Inflammation,increases,Cytotoxic_T_lymphocytes
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Perivascular_Inflammation,Cytotoxic_T_lymphocytes,increases,Autoantibodies
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Perivascular_Inflammation,Autoantibodies,increases,Cytokines
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Neuroinflammation,Cytokines,increases,Reactive_astrocyte
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Neuroinflammation,Cytokines,increases,Reactive_microglia
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Neuroinflammation,Reactive_astrocyte,increases,Neuron
image_14,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs11064-022-03709-7/MediaObjects/11064_2022_3709_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_14.jpg,Neuroinflammation,Reactive_microglia,increases,Neuron
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Overproduction_of_Cytokines,SARS-CoV-2_infection,directly_increases,immune_system_activation
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Overproduction_of_Cytokines,Immune_system_activation,directly_increases,cytokine_storm
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Overproduction_of_Cytokines,Cytokine_storm,directly_increases,endothelial_damage
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Coagulopathies_&_Thrombus_Formation,SARS-CoV-2_infection,directly_increases,activation_of_pro-coagulation_factors
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Coagulopathies_&_Thrombus_Formation,Activation_of_pro-coagulation_factors,directly_increases,thrombus_formation
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Direct_Viral_Invasion_of_Neurons_&_Cerebrovascular_Endothelial_Cells,SARS-CoV-2_infection,directly_increases,binding_to_ACE2_receptor
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Direct_Viral_Invasion_of_Neurons_&_Cerebrovascular_Endothelial_Cells,Binding_to_ACE2_receptor,directly_increases,immune_system_activation
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Direct_Viral_Invasion_of_Neurons_&_Cerebrovascular_Endothelial_Cells,Immune_system_activation,directly_increases,neuronal_necrosis
image_15,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12028-020-01049-4/MediaObjects/12028_2020_1049_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_15.jpg,Direct_Viral_Invasion_of_Neurons_&_Cerebrovascular_Endothelial_Cells,Immune_system_activation,directly_increases,neuronal_apoptosis
image_17,https://www.frontiersin.org/files/Articles/843850/fpubh-10-843850-HTML/image_m/fpubh-10-843850-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_17.jpg,Nasal_Olfactory_Epithelium_Infection,SARS-CoV-2,directly_increases,Nasal_Olfactory_Epithelium_Infection
image_17,https://www.frontiersin.org/files/Articles/843850/fpubh-10-843850-HTML/image_m/fpubh-10-843850-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_17.jpg,Olfactory_Nerve_Spread,SARS-CoV-2,directly_increases,Olfactory_Nerve_Spread
image_17,https://www.frontiersin.org/files/Articles/843850/fpubh-10-843850-HTML/image_m/fpubh-10-843850-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_17.jpg,Olfactory_Bulb_Infection,SARS-CoV-2,directly_increases,Olfactory_Bulb_Infection
image_17,https://www.frontiersin.org/files/Articles/843850/fpubh-10-843850-HTML/image_m/fpubh-10-843850-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_17.jpg,Olfactory_Disorder,Olfactory_Bulb,directly_increases,Olfactory_Disorder
image_18,https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_18.jpg,Type_I-IFN_dysregulated_production,SARS-CoV-2_infection,directly_increases,Type_I-IFN_dysregulated_production
image_18,https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_18.jpg,Inflammatory_response,Type_I-IFN_dysregulated_production,directly_increases,Inflammatory_response
image_18,https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_18.jpg,Neuro-long_COVID,Inflammatory_response,directly_increases,Neuro-long_COVID
image_18,https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_18.jpg,BBB_disruption,Neuro-long_COVID,directly_increases,BBB_disruption
image_18,https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_18.jpg,Antibodies_generation_dysregulation,BBB_disruption,directly_increases,Antibodies_generation_dysregulation
image_18,https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_18.jpg,Neurological_degeneration,Antibodies_generation_dysregulation,directly_increases,Neurological_degeneration
image_27,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_27.jpg,α-Synuclein_Aggregation,Soluble_α-Synuclein,docking_to,Receptor_Binding_Domain
image_27,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_27.jpg,α-Synuclein_Aggregation,Docking_of_α-Synuclein_to_RBD,directly_increases,Aggregated_α-Synuclein
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Maternal_Immune_Activation_(MIA),COVID-19,causes_no_change,MIA
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Placental_Transfer,SARS-CoV-2,directly_increases,placental_transfer
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Placental_Transfer,Inflammatory_cytokines,directly_increases,placental_transfer
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Placental_Transfer,IgG,directly_increases,placental_transfer
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Blood-Brain_Barrier_Disruption,Inflammatory_cytokines,directly_increases,blood-brain_barrier_disruption
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Neuroinflammation,SARS-CoV-2,directly_increases,neuroinflammation
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Neuroinflammation,Inflammatory_cytokines,directly_increases,neuroinflammation
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Demyelination,Neuroinflammation,directly_increases,demyelination
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Microglia_Activation,Neuroinflammation,directly_increases,microglia_activation
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Astroglia_Activation,Neuroinflammation,directly_increases,astroglia_activation
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Oligodendroglia_Damage,Demyelination,directly_increases,oligodendroglia_damage
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Impaired_BBB,SARS-CoV-2,directly_increases,Impaired_BBB
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Neuroinflammation,SARS-CoV-2,directly_increases,Neuroinflammation
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Impaired_neural-microglia_communication,SARS-CoV-2,directly_increases,Impaired_neural-microglia_communication
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Infiltration_of_inflammatory_cytokines/chemokines,SARS-CoV-2,directly_increases,Infiltration_of_inflammatory_cytokines/chemokines
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Virus_replication,SARS-CoV-2,directly_increases,Virus_replication
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Endothelial_Dysfunction,SARS-CoV-2_infection,directly_increases,endothelitis
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Endothelial_Dysfunction,Endothelitis,directly_increases,capillary_thrombosis
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Endothelial_Dysfunction,Endothelitis,directly_increases,arteriolar_thrombosis
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Endothelial_Dysfunction,Endothelitis,directly_increases,DIC
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Endothelial_Dysfunction,Endothelitis,directly_increases,pericyte_damage
